ForceID	KungFuID	PointID	Type	CostTrain	PointRequireLevel	SkillID1	SkillLevel1	RequireLevel1	RequireQuestID1	SkillColor1	SkillID2	SkillLevel2	RequireLevel2	RequireQuestID2	SkillColor2	SkillID3	SkillLevel3	RequireLevel3	RequireQuestID3	SkillColor3	SkillID4	SkillLevel4	RequireLevel4	RequireQuestID4	SkillColor4	SkillID5	SkillLevel5	RequireLevel5	RequireQuestID5	SkillColor5	SkillID6	SkillLevel6	RequireLevel6	RequireQuestID6	SkillColor6	SkillID7	SkillLevel7	RequireLevel7	RequireQuestID7	SkillColor7	SkillID8	SkillLevel8	RequireLevel8	RequireQuestID8	SkillColor8	SkillID9	SkillLevel9	RequireLevel9	RequireQuestID9	SkillColor9	SkillID10	SkillLevel10	RequireLevel10	RequireQuestID10	SkillColor10	SkillID11	SkillLevel11	RequireLevel11	RequireQuestID11	SkillColor11	SkillID12	SkillLevel12	RequireLevel12	RequireQuestID12	SkillColor12
3	8	13	1	300	108	14804	1	108	0	0	14826	1	108	0	0	15115	1	108	0	1	14805	1	108	0	0			108		0																																			
3	8	14	2	300	109	14822	1	109	0	0	14802	1	109	0	0	24902	1	109	0	0	6781	1	109	0	0			109		0																																			
3	8	15	2	300	110	14799	1	110	0	0	14800	1	110	0	0	18239	1	110	0	0	5694	1	110	0	0			110		0																																			
3	8	16	2	300	111	42574	1	111	0	1	6514	1	111	0	0	25354	1	111	0	0	2628	1	111	0	0			111		0																																			
3	8	17	2	300	112	14827	1	112	0	0	18487	1	112	0	0	5700	1	112	0	0	24895	1	112	0	0			112		0																																			
3	8	18	2	300	113	5696	1	113	0	0	5701	1	113	0	0	5697	1	113	0	0	18238	1	113	0	0			113		0																																			
3	8	19	2	300	114	5669	1	114	0	0	18872	1	114	0	0	5681	1	114	0	0	18233	1	114	0	0			114		0																																			
3	8	20	3	300	115	18602	1	115	0	0	5658	1	115	0	0	5659	1	115	0	0	402	1	115	0	0	18226	1	115	0	0	5682	1	115	0	0	5695	1	115	0	0	482	1	115	0	0	5686	1	115	0	0	5702	1	115	0	0	40300	1	115	0	0	6518	1	115	0	0
3	8	21	3	300	115	18602	1	115	0	0	5658	1	115	0	0	5659	1	115	0	0	402	1	115	0	0	18226	1	115	0	0	5682	1	115	0	0	5695	1	115	0	0	482	1	115	0	0	5686	1	115	0	0	5702	1	115	0	0	40300	1	115	0	0	6518	1	115	0	0
3	8	22	3	300	115	18602	1	115	0	0	5658	1	115	0	0	5659	1	115	0	0	402	1	115	0	0	18226	1	115	0	0	5682	1	115	0	0	5695	1	115	0	0	482	1	115	0	0	5686	1	115	0	0	5702	1	115	0	0	40300	1	115	0	0	6518	1	115	0	0
4	4	25	1	300	108	38539	1	108	0	1	38540	1	108	0	2	14833	1	108	0	3	21725	1	108	0	4			108		0																																			
4	4	26	2	300	109	32400	1	109	0	0	6744	1	109	0	0	20782	1	109	0	0	18799	1	109	0	0			113		0																																			
4	4	27	2	300	110	17731	1	110	0	0	6757	1	110	0	0	14832	1	110	0	0	14835	1	110	0	0			114		0																																			
4	4	28	2	300	111	5821	1	111	0	0	5802	1	111	0	0	30831	1	111	0	0	41904	1	111	0	0			111		0																																			
4	4	29	2	300	112	14829	1	112	0	0	24962	1	112	0	0	14598	1	112	0	0	32403	1	112	0	0			112		0																																			
4	4	30	2	300	113	310	1	113	0	0	5818	1	113	0	0	40064	1	113	0	0	34656	1	113	0	0			110		0																																			
4	4	31	2	300	114	24972	1	114	0	0	32447	1	114	0	0	17742	1	114	0	3	15187	1	114	0	0			109		0																																			
4	4	32	3	300	115	5811	1	115	0	0	24958	1	115	0	0	17743	1	115	0	0	14986	1	115	0	0	24961	1	115	0	0	36106	1	115	0	0	17747	1	115	0	0	40375	1	115	0	0	6758	1	115	0	0	32407	1	115	0	0	24969	1	115	0	0	6481	1	115	0	0
4	4	33	3	300	115	5811	1	115	0	0	24958	1	115	0	0	17743	1	115	0	0	14986	1	115	0	0	24961	1	115	0	0	36106	1	115	0	0	17747	1	115	0	0	40375	1	115	0	0	6758	1	115	0	0	32407	1	115	0	0	24969	1	115	0	0	6481	1	115	0	0
4	4	34	3	300	115	5811	1	115	0	0	24958	1	115	0	0	17743	1	115	0	0	14986	1	115	0	0	24961	1	115	0	0	36106	1	115	0	0	17747	1	115	0	0	40375	1	115	0	0	6758	1	115	0	0	32407	1	115	0	0	24969	1	115	0	0	6481	1	115	0	0
4	3	37	1	300	108	18679	1	108	0	1	24953	1	108	0	2	26684	1	108	0	3	18694	1	108	0	4			108		0																																			
4	3	38	2	300	109	30821	1	109	0	0	370	1	109	0	0	23969	1	109	0	0	14837	1	109	0	0			109		0																																			
4	3	39	2	300	110	5819	1	110	0	0	38516	1	110	0	4	34631	1	110	0	0	6904	1	110	0	0			110		0																																			
4	3	40	2	300	111	5813	1	113	0	0	5802	1	111	0	0	21707	1	111	0	0	18695	1	111	0	0			113		0																																			
4	3	41	2	300	112	6798	1	112	0	0	14836	1	112	0	0	23614	1	112	0	0	5844	1	112	0	0			112		0																																			
4	3	42	2	300	113	42934	1	114	0	0	34580	1	113	0	0	40824	1	113	0	4	5823	1	113	0	0			114		0																																			
4	3	43	2	300	114	42301	1	114	0	4	14613	1	114	0	0	36099	1	114	0	0	24955	1	114	0	0			111		0																																			
4	3	44	3	300	115	22703	1	115	0	0	5830	1	115	0	0	21712	1	115	0	0	26683	1	115	0	0	6796	1	115	0	4	5828	1	115	0	0	24945	1	115	0	0	5829	1	115	0	0	17747	1	115	0	0	33098	1	115	0	0	32411	1	115	0	0	14834	1	115	0	0
4	3	45	3	300	115	22703	1	115	0	0	5830	1	115	0	0	21712	1	115	0	0	26683	1	115	0	0	6796	1	115	0	4	5828	1	115	0	0	24945	1	115	0	0	5829	1	115	0	0	17747	1	115	0	0	33098	1	115	0	0	32411	1	115	0	0	14834	1	115	0	0
4	3	46	3	300	115	22703	1	115	0	0	5830	1	115	0	0	21712	1	115	0	0	26683	1	115	0	0	6796	1	115	0	4	5828	1	115	0	0	24945	1	115	0	0	5829	1	115	0	0	17747	1	115	0	0	33098	1	115	0	0	32411	1	115	0	0	14834	1	115	0	0
2	7	49	1	300	108	36095	1	108	0	0	42300	1	108	0	0	38609	1	108	0	0	5779	1	108	0	0			108		0																																			
2	7	50	2	300	109	5781	1	109	0	0	30647	1	109	0	0	38956	1	109	0	0	5784	1	109	0	0			109		0																																			
2	7	51	2	300	110	21265	1	110	0	0	40249	1	110	0	0	20790	1	110	0	0	34331	1	110	0	0			110		0																																			
2	7	52	2	300	111	14641	1	111	0	0	5791	1	111	0	0	37439	1	111	0	0	29735	1	111	0	0			111		0																																			
2	7	53	2	300	112	28506	1	112	0	0	16853	1	112	0	0	23944	1	112	0	0	32378	1	112	0	0			112		0																																			
2	7	54	2	300	113	31208	1	113	0	0	5782	1	113	0	0	133	1	113	0	0	34329	1	113	0	0			113		0																																			
2	7	55	2	300	114	32381	1	114	0	0	14963	1	114	0	0	24911	1	114	0	0	28465	1	114	0	0			114		0																																			
2	7	56	3	300	115	14662	1	115	0	0	38601	1	115	0	0	5797	1	115	0	0	5783	1	115	0	0	40284	1	115	0	0	9145	1	115	0	0	17565	1	115	0	0	37236	1	115	0	0	34102	1	115	0	0	42571	1	115	0	0	183	1	115	0	0	19262	1	115	0	0
2	7	57	3	300	115	14662	1	115	0	0	38601	1	115	0	0	5797	1	115	0	0	5783	1	115	0	0	40284	1	115	0	0	9145	1	115	0	0	17565	1	115	0	0	37236	1	115	0	0	34102	1	115	0	0	42571	1	115	0	0	183	1	115	0	0	19262	1	115	0	0
2	7	58	3	300	115	14662	1	115	0	0	38601	1	115	0	0	5797	1	115	0	0	5783	1	115	0	0	40284	1	115	0	0	9145	1	115	0	0	17565	1	115	0	0	37236	1	115	0	0	34102	1	115	0	0	42571	1	115	0	0	183	1	115	0	0	19262	1	115	0	0
2	5	61	1	300	108	14635	1	108	0	1	30596	1	108	0	2	24912	1	108	0	3	42155	1	108	0	4			108		0																																			
2	5	62	2	300	109	42168	1	109	0	0	21744	1	109	0	0	40077	1	109	0	0	18271	1	109	0	0			109		0																																			
2	5	63	2	300	110	26669	1	110	0	0	32484	1	110	0	0	32477	1	110	0	0	5774	1	110	0	0			110		0																																			
2	5	64	2	300	111	36017	1	111	0	0	32638	1	111	0	0	5762	1	111	0	0	23945	1	111	0	0			111		0																																			
2	5	65	2	300	112	28464	1	112	0	0	6682	1	112	0	0	40075	1	112	0	0	6686	1	112	0	0			112		0																																			
2	5	66	2	300	113	5759	1	113	0	0	38850	1	113	0	0	18259	1	113	0	0	42164	1	113	0	0			113		0																																			
2	5	67	2	300	114	26692	1	114	0	0	28465	1	114	0	0	24919	1	114	0	0	14965	1	114	0	0			114		0																																			
2	5	68	3	300	115	133	1	115	0	0	183	1	115	0	0	34573	1	115	0	0	37267	1	115	0	0	24914	1	116	0	0	38595	1	115	0	0	5751	1	115	0	0	18268	1	115	0	0	37065	1	117	0	0	17565	1	115	0	0	42167	1	115	0	0	40800	1	115	0	0
2	5	69	3	300	115	133	1	115	0	0	183	1	115	0	0	34573	1	115	0	0	37267	1	115	0	0	24914	1	116	0	0	38595	1	115	0	0	5751	1	115	0	0	18268	1	115	0	0	37065	1	117	0	0	17565	1	115	0	0	42167	1	115	0	0	40800	1	115	0	0
2	5	70	3	300	115	133	1	115	0	0	183	1	115	0	0	34573	1	115	0	0	37267	1	115	0	0	24914	1	116	0	0	38595	1	115	0	0	5751	1	115	0	0	18268	1	115	0	0	37065	1	117	0	0	17565	1	115	0	0	42167	1	115	0	0	40800	1	115	0	0
1	2	73	1	300	108	32651	1	108	0	1	32649	1	108	0	2	24819	1	108	0	3	42405	1	108	0	4			108		0																																			
1	2	74	2	300	109	6589	1	109	0	0	6595	1	109	0	0	37369	1	109	0	0	240	1	109	0	0			109		0																																			
1	2	75	2	300	110	6586	1	110	0	0	42406	1	110	0	0	14758	1	110	0	0	5912	1	110	0	0			110		0																																			
1	2	76	2	300	111	17730	1	111	0	0	14750	1	111	0	0	38621	1	111	0	0	18623	1	111	0	0			111		0																																			
1	2	77	2	300	112	6596	1	112	0	0	37371	1	112	0	0	5909	1	112	0	0	5934	1	112	0	0			112		0																																			
1	2	78	2	300	113	6590	1	113	0	0	259	1	113	0	0	32647	1	113	0	0	38623	1	113	0	0			113		0																																			
1	2	79	2	300	114	32648	1	114	0	0	21703	1	114	0	0	21697	1	114	0	0	14752	1	114	0	0			114		0																																			
1	2	80	3	300	115	5910	1	115	0	0	14793	1	115	0	0	14795	1	115	0	0	6580	1	115	0	0	5915	1	115	0	0	16886	1	115	0	0	5913	1	115	0	0	24884	1	115	0	0	37455	1	115	0	0	6587	1	115	0	0	37370	1	115	0	0	42920	1	115	0	0
1	2	81	3	300	115	5910	1	115	0	0	14793	1	115	0	0	14795	1	115	0	0	6580	1	115	0	0	5915	1	115	0	0	16886	1	115	0	0	5913	1	115	0	0	24884	1	115	0	0	37455	1	115	0	0	6587	1	115	0	0	37370	1	115	0	0	42920	1	115	0	0
1	2	82	3	300	115	5910	1	115	0	0	14793	1	115	0	0	14795	1	115	0	0	6580	1	115	0	0	5915	1	115	0	0	16886	1	115	0	0	5913	1	115	0	0	24884	1	115	0	0	37455	1	115	0	0	6587	1	115	0	0	37370	1	115	0	0	42920	1	115	0	0
1	1	85	1	300	108	24819	1	108	0	1	15195	1	108	0	2	14757	1	108	0	3	14761	1	108	0	4			108		0																																			
1	1	86	2	300	109	23972	1	109	0	0	14794	1	109	0	0	14795	1	109	0	0	14793	1	109	0	0			109		0																																			
1	1	87	2	300	110	24891	1	110	0	0	259	1	110	0	0	5940	1	110	0	0	5901	1	110	0	0			110		0																																			
1	1	88	2	300	111	14750	1	111	0	0	16899	1	111	0	0	5925	1	111	0	0	6789	1	111	0	0			111		0																																			
1	1	89	2	300	112	6589	1	112	0	0	5936	1	112	0	0	16894	1	112	0	0	5930	1	112	0	0			112		0																																			
1	1	90	2	300	113	5933	1	113	0	0	17745	1	113	0	0	18623	1	113	0	0	17750	1	113	0	0			113		0																																			
1	1	91	2	300	114	246	1	114	0	0	5927	1	114	0	0	5923	1	114	0	0	5938	1	114	0	0			114		0																																			
1	1	92	3	300	115	5939	1	115	0	0	5926	1	115	0	0	2589	1	115	0	0	31905	1	115	0	0	25353	1	115	0	0	5932	1	115	0	0	6790	1	115	0	0	5922	1	115	0	0	5919	1	115	0	0	5910	1	115	0	0	5929	1	115	0	0	240	1	115	0	0
1	1	93	3	300	115	5939	1	115	0	0	5926	1	115	0	0	2589	1	115	0	0	31905	1	115	0	0	25353	1	115	0	0	5932	1	115	0	0	6790	1	115	0	0	5922	1	115	0	0	5919	1	115	0	0	5910	1	115	0	0	5929	1	115	0	0	240	1	115	0	0
1	1	94	3	300	115	5939	1	115	0	0	5926	1	115	0	0	2589	1	115	0	0	31905	1	115	0	0	25353	1	115	0	0	5932	1	115	0	0	6790	1	115	0	0	5922	1	115	0	0	5919	1	115	0	0	5910	1	115	0	0	5929	1	115	0	0	240	1	115	0	0
8	11	97	1	300	108	30777	1	108	0	0	42179	1	108	0	1	1610	1	108	0	0	40178	1	108	0	0			108		0																																			
8	11	98	2	300	109	21737	1	109	0	0	6544	1	109	0	0	5957	1	109	0	0	42218	1	109	0	0			109		0																																			
8	11	99	2	300	110	6545	1	110	0	0	23922	1	110	0	0	5956	1	110	0	0	18682	1	110	0	0			110		0																																			
8	11	100	2	300	111	29093	1	111	0	0	36274	1	111	0	0	5952	1	111	0	0	1647	1	111	0	0			111		0																																			
8	11	101	2	300	112	18309	1	112	0	0	6549	1	112	0	0	14604	1	112	0	0	18326	1	112	0	0			112		0																																			
8	11	102	2	300	113	5959	1	113	0	0	28578	1	113	0	0	5964	1	113	0	0	6541	1	113	0	0			113		0																																			
8	11	103	2	300	114	6542	1	114	0	0	6534	1	114	0	0	14910	1	114	0	0	32776	1	114	0	1			114		0																																			
8	11	104	3	300	115	29090	1	115	0	0	30772	1	115	0	0	38674	1	115	0	0	30862	1	115	0	0	6548	1	115	0	0	14607	1	115	0	0	1665	1	115	0	0	25017	1	115	0	0	14605	1	115	0	0	5963	1	115	0	0	1655	1	115	0	0	6537	1	115	0	0
8	11	105	3	300	115	29090	1	115	0	0	30772	1	115	0	0	38674	1	115	0	0	30862	1	115	0	0	6548	1	115	0	0	14607	1	115	0	0	1665	1	115	0	0	25017	1	115	0	0	14605	1	115	0	0	5963	1	115	0	0	1655	1	115	0	0	6537	1	115	0	0
8	11	106	3	300	115	29090	1	115	0	0	30772	1	115	0	0	38674	1	115	0	0	30862	1	115	0	0	6548	1	115	0	0	14607	1	115	0	0	1665	1	115	0	0	25017	1	115	0	0	14605	1	115	0	0	5963	1	115	0	0	1655	1	115	0	0	6537	1	115	0	0
10	17	109	1	300	108	28593	1	108	0	1	18626	1	108	0	2	37337	1	108	0	3	41762	1	108	0	4			108		0																																			
10	17	110	2	300	109	5974	1	109	0	0	37274	1	109	0	0	18279	1	109	0	0	3961	1	109	0	0			109		0																																			
10	17	111	2	300	110	22888	1	110	0	0	5968	1	110	0	0	3971	1	110	0	0	6717	1	110	0	0			110		0																																			
10	17	112	2	300	111	25166	1	111	0	0	34372	1	111	0	0	21174	1	111	0	0	6727	1	111	0	0			111		0																																			
10	17	113	2	300	112	5979	1	112	0	0	5989	1	112	0	0	25160	1	112	0	0	41889	1	112	0	0			112		0																																			
10	17	114	2	300	113	32661	1	113	0	0	18634	1	113	0	0	34511	1	113	0	0	38526	1	113	0	0			113		0																																			
10	17	115	2	300	114	41988	1	114	0	0	40190	1	114	0	0	3978	1	114	0	0	38523	1	114	0	0			114		0																																			
10	17	116	3	300	115	41888	1	115	0	0	41887	1	115	0	0	14695	1	115	0	0	17567	1	115	0	0	34395	1	115	0	0	34383	1	115	0	0	6893	1	115	0	0	36093	1	115	0	0	32622	1	115	0	0	5985	1	115	0	0	5967	1	115	0	0	6718	1	115	0	0
10	17	117	3	300	115	41888	1	115	0	0	41887	1	115	0	0	14695	1	115	0	0	17567	1	115	0	0	34395	1	115	0	0	34383	1	115	0	0	6893	1	115	0	0	36093	1	115	0	0	32622	1	115	0	0	5985	1	115	0	0	5967	1	115	0	0	6718	1	115	0	0
10	17	118	3	300	115	41888	1	115	0	0	41887	1	115	0	0	14695	1	115	0	0	17567	1	115	0	0	34395	1	115	0	0	34383	1	115	0	0	6893	1	115	0	0	36093	1	115	0	0	32622	1	115	0	0	5985	1	115	0	0	5967	1	115	0	0	6718	1	115	0	0
10	18	121	1	300	108	14678	1	108	0	1	14679	1	108	0	2	14680	1	108	0	3	14922	1	108	0	4			108		0																																			
10	18	122	2	300	109	5974	1	109	0	0	6743	1	109	0	0	18279	1	109	0	0	3961	1	109	0	0			109		0																																			
10	18	123	2	300	110	14698	1	110	0	0	3984	1	110	0	0	3971	1	110	0	0	3981	1	110	0	0			110		0																																			
10	18	124	2	300	111	25166	1	111	0	0	6896	1	111	0	0	5977	1	111	0	0	18296	1	111	0	0			111		0																																			
10	18	125	2	300	112	6895	1	112	0	0	14677	1	112	0	0	25160	1	112	0	0	18298	1	112	0	0			112		0																																			
10	18	126	2	300	113	6760	1	113	0	0	18634	1	113	0	0	21835	1	113	0	0	6771	1	113	0	0			113		0																																			
10	18	127	2	300	114	25355	1	114	0	0	6898	1	114	0	0	14675	1	114	0	0	14674	1	114	0	0			114		0																																			
10	18	128	3	300	115	6766	1	115	0	0	6897	1	115	0	0	5990	1	115	0	0	26717	1	115	0	0	6763	1	115	0	0	6719	1	115	0	0	6753	1	115	0	0	6000	1	115	0	0	25178	1	115	0	0	5976	1	115	0	0	6748	1	115	0	0	6718	1	115	0	0
10	18	129	3	300	115	6766	1	115	0	0	6897	1	115	0	0	5990	1	115	0	0	26717	1	115	0	0	6763	1	115	0	0	6719	1	115	0	0	6753	1	115	0	0	6000	1	115	0	0	25178	1	115	0	0	5976	1	115	0	0	6748	1	115	0	0	6718	1	115	0	0
10	18	130	3	300	115	6766	1	115	0	0	6897	1	115	0	0	5990	1	115	0	0	26717	1	115	0	0	6763	1	115	0	0	6719	1	115	0	0	6753	1	115	0	0	6000	1	115	0	0	25178	1	115	0	0	5976	1	115	0	0	6748	1	115	0	0	6718	1	115	0	0
6	13	133	1	300	108	32753	1	108	0	1	34654	1	108	0	2	25043	1	108	0	3	42174	1	108	0	4			108		0																																			
6	13	134	2	300	109	38455	1	109	0	0	6877	1	109	0	0	6620	1	109	0	0	42211	1	109	0	4			109		0																																			
6	13	135	2	300	110	6628	1	110	0	0	6629	1	110	0	0	42292	1	110	0	0	30572	1	110	0	0			110		0																																			
6	13	136	2	300	111	37952	1	111	0	0	42902	1	111	0	1	40617	1	111	0	0	42180	1	111	0	0			111		0																																			
6	13	137	2	300	112	30088	1	112	0	0	42183	1	112	0	4	42309	1	112	0	0	2218	1	112	0	0			112		0																																			
6	13	138	2	300	113	32741	1	113	0	0	25018	1	113	0	0	18689	1	113	0	0	25027	1	113	0	0			113		0																																			
6	13	139	2	300	114	21302	1	114	0	0	6652	1	114	0	0	2227	1	114	0	0	30540	1	114	0	0			114		0																																			
6	13	140	3	300	115	6627	1	115	0	0	37356	1	115	0	0	42306	1	115	0	0	37351	1	115	0	0	18330	1	115	0	0	21819	1	115	0	0	18312	1	115	0	0	42293	1	115	0	0	25038	1	115	0	0	6644	1	115	0	0	32788	1	115	0	0	38581	1	115	0	0
6	13	141	3	300	115	6627	1	115	0	0	37356	1	115	0	0	42306	1	115	0	0	37351	1	115	0	0	18330	1	115	0	0	21819	1	115	0	0	18312	1	115	0	0	42293	1	115	0	0	25038	1	115	0	0	6644	1	115	0	0	32788	1	115	0	0	38581	1	115	0	0
6	13	142	3	300	115	6627	1	115	0	0	37356	1	115	0	0	42306	1	115	0	0	37351	1	115	0	0	18330	1	115	0	0	21819	1	115	0	0	18312	1	115	0	0	42293	1	115	0	0	25038	1	115	0	0	6644	1	115	0	0	32788	1	115	0	0	38581	1	115	0	0
6	14	145	1	300	108	32824	1	108	0	1	14869	1	108	0	2	15132	1	108	0	0	25047	1	108	0	0			108		0																																			
6	14	146	2	300	109	6661	1	109	0	0	18800	1	109	0	0	6663	1	109	0	0	32746	1	109	0	0			109		0																																			
6	14	147	2	300	110	24004	1	110	0	0	6666	1	110	0	0	6668	1	110	0	0	33576	1	110	0	0			110		0																																			
6	14	148	2	300	111	28560	1	111	0	0	6884	1	111	0	0	42916	1	111	0	1	21746	1	111	0	0			111		0																																			
6	14	149	2	300	112	14867	1	112	0	2	6670	1	112	0	0	30527	1	112	0	0	6892	1	112	0	0			112		0																																			
6	14	150	2	300	113	6660	1	113	0	0	18691	1	113	0	0	2234	1	113	0	0	41751	1	113	0	0			113		0																																			
6	14	151	2	300	114	42903	1	114	0	0	18883	1	114	0	0	25054	1	114	0	0	36014	1	114	0	0			114		0																																			
6	14	152	3	300	115	6644	1	115	0	0	6652	1	115	0	0	6043	1	115	0	0	25046	1	115	0	0	6886	1	115	0	0	6883	1	115	0	0	36169	1	115	0	0	18312	1	115	0	0	6673	1	115	0	0	40246	1	115	0	0	41811	1	115	0	0	32744	1	115	0	0
6	14	153	3	300	115	6644	1	115	0	0	6652	1	115	0	0	6043	1	115	0	0	25046	1	115	0	0	6886	1	115	0	0	6883	1	115	0	0	36169	1	115	0	0	18312	1	115	0	0	6673	1	115	0	0	40246	1	115	0	0	41811	1	115	0	0	32744	1	115	0	0
6	14	154	3	300	115	6644	1	115	0	0	6652	1	115	0	0	6043	1	115	0	0	25046	1	115	0	0	6886	1	115	0	0	6883	1	115	0	0	36169	1	115	0	0	18312	1	115	0	0	6673	1	115	0	0	40246	1	115	0	0	41811	1	115	0	0	32744	1	115	0	0
5	10	157	1	300	108	37316	1	108	0	0	40177	1	108	0	0	547	1	108	0	0	42516	1	108	0	4			108		0																																			
5	10	158	2	300	109	5864	1	109	0	0	21936	1	109	0	0	6558	1	109	0	0	14727	1	109	0	0			109		0																																			
5	10	159	2	300	110	6556	1	110	0	0	23935	1	110	0	0	18620	1	110	0	0	18202	1	110	0	0			110		0																																			
5	10	160	2	300	111	34604	1	111	0	0	23457	1	111	0	0	18467	1	111	0	0	35980	1	111	0	0			111		0																																			
5	10	161	2	300	112	38617	1	112	0	0	18619	1	112	0	0	6907	1	112	0	0	6572	1	112	0	0			112		0																																			
5	10	162	2	300	113	5852	1	113	0	0	5854	1	113	0	0	5882	1	113	0	0	563	1	113	0	0			113		0																																			
5	10	163	2	300	114	14705	1	114	0	0	14715	1	114	0	0	21166	1	114	0	0	32636	1	114	0	0			114		0																																			
5	10	164	3	300	115	24996	1	115	0	0	24995	1	115	0	0	22732	1	115	0	0	18621	1	115	0	0	6779	1	115	0	0	5866	1	115	0	0	18468	1	115	0	0	42512	1	115	0	0	6567	1	115	0	0	36013	1	115	0	0	25000	1	115	0	0	42549	1	115	0	4
5	10	165	3	300	115	24996	1	115	0	0	24995	1	115	0	0	22732	1	115	0	0	18621	1	115	0	0	6779	1	115	0	0	5866	1	115	0	0	18468	1	115	0	0	42512	1	115	0	0	6567	1	115	0	0	36013	1	115	0	0	25000	1	115	0	0	42549	1	115	0	4
5	10	166	3	300	115	24996	1	115	0	0	24995	1	115	0	0	22732	1	115	0	0	18621	1	115	0	0	6779	1	115	0	0	5866	1	115	0	0	18468	1	115	0	0	42512	1	115	0	0	6567	1	115	0	0	36013	1	115	0	0	25000	1	115	0	0	42549	1	115	0	4
5	9	169	1	300	108	5888	1	108	0	0	18475	1	108	0	0	5891	1	108	0	0	32718	1	108	0	0			108		0																																			
5	9	170	2	300	109	18205	1	109	0	0	14939	1	109	0	0	30558	1	109	0	0	6571	1	109	0	0			109		0																																			
5	9	171	2	300	110	24980	1	110	0	0	41995	1	110	0	0	30316	1	110	0	0	24985	1	110	0	0			110		0																																			
5	9	172	2	300	111	21269	1	111	0	0	18210	1	111	0	0	30559	1	111	0	0	5862	1	111	0	0			111		0																																			
5	9	173	2	300	112	5876	1	112	0	0	28998	1	112	0	0	21722	1	112	0	0	40175	1	112	0	0			112		0																																			
5	9	174	2	300	113	18221	1	113	0	0	24990	1	113	0	0	32781	1	113	0	0	40130	1	113	0	0			113		0																																			
5	9	175	2	300	114	567	1	114	0	0	38577	1	114	0	0	30850	1	114	0	0	41905	1	114	0	0			114		0																																			
5	9	176	3	300	115	5880	1	115	0	0	41884	1	115	0	0	566	1	115	0	0	5889	1	115	0	0	6567	1	115	0	0	23932	1	115	0	0	38576	1	115	0	0	30780	1	115	0	0	18204	1	115	0	0	24988	1	115	0	0	5877	1	115	0	0	41883	1	115	0	0
5	9	177	3	300	115	5880	1	115	0	0	41884	1	115	0	0	566	1	115	0	0	5889	1	115	0	0	6567	1	115	0	0	23932	1	115	0	0	38576	1	115	0	0	30780	1	115	0	0	18204	1	115	0	0	24988	1	115	0	0	5877	1	115	0	0	41883	1	115	0	0
